payment_installments,payment_type,customer_state,freight_value,price
1,credit_card,SC,18.65,72.0
4,credit_card,SP,44.64,119.99
4,credit_card,SP,44.64,119.99
1,credit_card,SP,25.63,29.9
3,credit_card,SP,19.93,239.9
1,boleto,SP,11.69,71.0
4,credit_card,MG,17.26,144.99
1,boleto,MG,15.28,75.9
1,credit_card,SP,8.37,89.79
1,boleto,SP,18.98,99.9
1,credit_card,SP,15.91,66.9
3,credit_card,SP,12.79,17.9
10,credit_card,RJ,18.86,108.0
7,credit_card,PR,18.23,39.9
7,credit_card,PR,18.23,39.9
1,boleto,SP,28.26,199.9
4,credit_card,PR,27.51,64.99
1,credit_card,PR,12.65,74.9
1,credit_card,PR,12.65,74.9
1,credit_card,PR,12.65,74.9
1,credit_card,PR,12.65,74.9
1,credit_card,PR,12.65,74.9
1,credit_card,PR,9.74,64.9
2,credit_card,SP,13.51,69.99
3,credit_card,GO,12.48,25.0
4,credit_card,BA,20.15,129.9
1,credit_card,MG,23.21,58.9
4,credit_card,MG,17.95,99.99
1,credit_card,PR,7.9,78.9
3,credit_card,RJ,16.76,163.0
1,credit_card,SP,13.44,59.9
5,credit_card,RS,21.72,517.65
1,credit_card,RJ,17.76,72.9
1,boleto,SP,4.91,87.0
1,boleto,SP,24.57,99.99
4,credit_card,MT,39.34,260.0
10,credit_card,MA,38.37,116.9
3,credit_card,MG,35.53,67.7
1,credit_card,SP,9.44,45.9
1,voucher,SP,9.44,45.9
1,boleto,SP,11.85,39.9
1,boleto,SP,7.71,48.9
1,credit_card,RS,17.88,89.9
1,credit_card,SP,7.78,39.99
3,credit_card,SP,10.38,290.0
3,credit_card,ES,16.49,248.0
1,boleto,RJ,15.79,43.9
3,credit_card,MG,19.32,29.9
3,credit_card,MG,19.32,29.9
5,credit_card,SP,11.15,48.0
4,credit_card,PR,14.1,34.9
1,boleto,BA,19.65,59.0
1,boleto,PR,16.79,31.9
6,credit_card,MG,15.06,126.99
3,credit_card,GO,17.67,59.9
5,credit_card,SP,9.07,83.9
1,boleto,SP,33.26,146.99
1,credit_card,SP,7.78,26.5
1,boleto,SP,15.02,181.01
2,credit_card,DF,27.16,119.8
3,credit_card,MG,15.12,53.5
8,credit_card,SC,49.42,129.0
6,credit_card,MG,35.88,193.9
1,credit_card,DF,18.38,469.0
10,credit_card,GO,14.29,79.9
10,credit_card,GO,14.29,79.9
1,boleto,SP,7.39,23.9
9,credit_card,PR,49.51,139.9
2,credit_card,RS,16.6,42.0
3,credit_card,BA,15.79,31.9
1,boleto,SP,14.03,64.8
1,boleto,ES,15.52,108.0
1,boleto,DF,15.79,99.0
6,credit_card,RS,15.12,52.9
1,credit_card,DF,35.73,58.9
1,boleto,MG,14.08,29.9
1,boleto,RR,29.32,39.7
3,credit_card,MG,15.65,129.0
3,credit_card,SP,13.84,69.0
2,credit_card,SP,18.79,129.9
6,credit_card,GO,49.16,89.9
1,boleto,PR,13.55,30.0
1,boleto,PR,13.55,30.0
1,boleto,PR,13.55,30.0
1,credit_card,SP,11.15,65.0
5,credit_card,RJ,15.52,109.9
2,credit_card,SP,12.48,18.49
2,credit_card,SP,12.48,18.49
1,boleto,PE,38.83,79.9
2,credit_card,SP,12.98,46.0
2,credit_card,MG,23.0,120.0
8,credit_card,RO,34.15,22.0
8,credit_card,RO,34.15,22.0
8,credit_card,RO,34.15,22.0
8,credit_card,RO,34.15,22.0
4,credit_card,SP,9.34,47.0
2,credit_card,SP,40.38,149.99
6,credit_card,RS,17.67,137.0
6,credit_card,RJ,18.23,44.99
1,credit_card,PR,19.84,49.99
1,boleto,MS,16.05,26.9
1,boleto,SP,9.39,82.0
3,credit_card,SP,11.85,39.99
1,boleto,SP,8.5,49.0
1,credit_card,MT,20.42,97.9
5,credit_card,SP,17.16,129.9
1,boleto,RS,16.79,5.99
1,boleto,ES,18.39,349.9
5,credit_card,SP,15.1,39.99
1,credit_card,SP,8.58,189.0
1,boleto,SP,12.09,84.9
3,credit_card,RJ,18.52,135.9
1,credit_card,SP,16.11,38.25
1,credit_card,SP,16.11,38.25
4,credit_card,SC,14.4,177.99
10,credit_card,RJ,18.0,157.0
6,credit_card,SP,13.7,141.75
2,credit_card,RJ,15.39,89.9
2,credit_card,SP,37.92,89.0
2,credit_card,SC,17.6,49.9
2,credit_card,SC,17.6,49.9
1,boleto,PR,22.1,230.0
6,credit_card,CE,27.59,150.0
6,credit_card,CE,27.59,150.0
6,credit_card,CE,27.59,150.0
1,credit_card,RJ,19.38,26.4
2,credit_card,SP,9.27,19.47
2,credit_card,RJ,15.74,139.9
1,credit_card,MG,18.23,29.98
3,credit_card,SP,23.72,412.0
5,credit_card,SP,17.41,99.9
10,credit_card,ES,98.74,99.9
10,credit_card,ES,98.74,297.0
4,credit_card,MG,16.08,124.9
1,credit_card,SP,37.54,610.0
1,credit_card,SP,13.01,95.2
2,credit_card,SC,14.58,29.5
2,credit_card,SP,12.7,80.9
3,credit_card,RN,69.65,1090.0
1,boleto,SP,15.1,47.9
10,credit_card,GO,17.88,89.9
10,credit_card,RS,28.33,790.0
2,credit_card,SP,16.11,23.7
2,credit_card,RJ,12.35,74.99
2,credit_card,RJ,12.36,18.9
1,boleto,PR,19.14,180.0
10,credit_card,SP,18.86,229.9
1,boleto,SP,6.34,45.9
1,boleto,SP,6.34,45.9
1,credit_card,SC,14.1,6.0
1,voucher,SC,14.1,6.0
1,credit_card,MG,11.85,34.9
1,credit_card,MG,23.34,108.9
5,credit_card,MG,23.15,82.0
1,credit_card,SP,11.73,9.99
10,credit_card,SP,32.29,2649.0
1,boleto,SC,15.1,23.99
1,credit_card,RJ,16.5,75.0
4,credit_card,MA,63.2,199.9
1,credit_card,SP,10.96,11.99
1,voucher,PR,23.07,69.9
1,credit_card,MG,8.27,59.0
1,boleto,SP,13.41,107.5
4,credit_card,CE,19.1,79.9
4,credit_card,CE,19.1,79.9
3,credit_card,SP,28.73,310.9
1,credit_card,SP,36.77,95.74
1,credit_card,SP,7.56,42.31
1,credit_card,SP,21.19,34.9
1,boleto,SP,9.34,69.9
10,credit_card,RJ,25.96,159.9
1,boleto,SC,13.24,148.0
6,credit_card,MG,0.0,69.9
3,credit_card,PR,17.23,69.99
3,credit_card,RS,21.67,52.14
2,credit_card,SP,11.06,64.9
6,credit_card,SP,13.01,49.99
1,voucher,RJ,7.73,44.9
1,credit_card,RJ,7.73,44.9
7,credit_card,RJ,17.66,58.99
1,boleto,SP,35.34,69.9
1,boleto,RJ,15.89,65.0
1,credit_card,MG,18.82,89.9
1,credit_card,MG,15.31,88.0
1,voucher,SP,11.15,40.99
1,voucher,SP,11.15,40.99
1,credit_card,SP,11.15,40.99
2,credit_card,SP,7.78,19.99
1,credit_card,SE,25.63,50.0
5,credit_card,SP,13.36,94.0
2,credit_card,MG,14.32,84.9
1,credit_card,SC,18.09,120.0
1,credit_card,SC,18.09,120.0
4,credit_card,ES,15.1,34.3
10,credit_card,MS,50.49,250.0
3,credit_card,SP,8.39,89.9
1,credit_card,PR,17.66,59.0
1,credit_card,RJ,16.32,24.9
1,credit_card,GO,22.14,29.9
3,credit_card,ES,21.05,265.0
2,credit_card,SP,12.83,69.8
1,boleto,SC,16.31,79.0
1,boleto,SC,16.31,79.0
3,credit_card,MG,17.09,119.99
1,credit_card,RJ,27.21,126.69
1,credit_card,SP,7.39,55.0
1,credit_card,ES,17.92,36.9
1,credit_card,MG,15.1,42.99
1,credit_card,MS,17.42,139.9
2,credit_card,SP,11.25,89.99
2,credit_card,SP,7.78,39.9
1,credit_card,SP,11.41,55.0
1,credit_card,RS,15.33,82.9
5,credit_card,SP,13.57,79.0
1,credit_card,SP,15.1,42.0
4,credit_card,SP,23.6,399.99
2,credit_card,CE,22.83,110.0
1,credit_card,SP,9.19,119.59
1,credit_card,SP,10.35,219.9
8,credit_card,ES,25.91,152.75
6,credit_card,BA,110.82,249.99
7,credit_card,RJ,16.49,249.0
1,boleto,SP,14.71,325.0
10,credit_card,RS,39.69,429.0
7,credit_card,SP,13.62,168.0
1,credit_card,SP,11.85,33.85
1,credit_card,PR,13.22,107.7
4,credit_card,PI,35.19,199.0
4,credit_card,PR,50.77,129.0
8,credit_card,SP,11.08,416.5
5,credit_card,SP,7.78,53.99
1,debit_card,SP,11.85,47.9
10,credit_card,CE,21.6,164.33
3,credit_card,GO,17.83,56.99
3,credit_card,SP,15.14,54.85
1,credit_card,SP,13.37,49.99
5,credit_card,RJ,25.63,49.0
5,credit_card,RJ,2.56,29.0
4,credit_card,SP,24.5,174.99
6,credit_card,MG,15.1,45.95
2,credit_card,PR,9.59,40.0
1,boleto,SP,7.78,49.9
1,voucher,SP,7.78,47.49
1,voucher,SP,7.78,47.49
1,boleto,SP,12.69,49.9
1,credit_card,SP,15.1,32.9
1,credit_card,MG,15.23,54.54
3,credit_card,GO,17.06,39.9
10,credit_card,BA,22.48,109.9
1,boleto,SP,11.85,21.52
3,credit_card,SC,16.6,120.42
2,credit_card,SP,7.39,49.0
1,boleto,SC,17.78,21.35
1,boleto,SC,17.78,21.35
4,credit_card,SP,13.71,47.9
4,credit_card,SP,13.71,47.9
1,boleto,MT,40.53,219.9
1,boleto,MG,19.68,69.9
1,credit_card,BA,50.72,62.0
1,boleto,PR,20.99,30.0
1,credit_card,GO,17.76,73.39
1,voucher,MG,15.1,16.9
1,credit_card,MG,15.1,16.9
1,voucher,SP,12.97,89.9
1,voucher,SP,12.97,89.9
1,voucher,SP,12.97,89.9
10,credit_card,SP,41.98,189.0
10,credit_card,SP,41.98,59.9
1,credit_card,RJ,17.92,29.5
5,credit_card,RJ,18.23,31.9
10,credit_card,MS,17.45,144.99
10,credit_card,MS,17.45,144.99
3,credit_card,PA,18.53,179.0
5,credit_card,SP,13.43,110.32
5,credit_card,SP,13.43,110.32
2,credit_card,PI,22.67,32.99
2,credit_card,PI,22.67,32.99
1,credit_card,SP,11.85,21.9
1,credit_card,SP,7.87,10.0
10,credit_card,RS,18.23,32.9
10,credit_card,RS,18.23,32.9
3,credit_card,AL,26.36,287.0
1,boleto,SP,14.76,84.99
1,credit_card,SP,11.38,129.99
1,voucher,SP,15.1,11.24
1,credit_card,SP,15.1,11.24
1,voucher,SP,15.1,11.24
1,credit_card,SP,15.1,11.24
10,credit_card,MS,22.33,89.0
1,boleto,RJ,17.06,34.9
6,credit_card,RS,15.65,78.0
1,boleto,SP,7.81,78.0
12,credit_card,MS,85.75,139.0
2,credit_card,MG,6.54,38.9
2,credit_card,MG,26.16,19.9
1,credit_card,RS,46.77,169.0
10,credit_card,SP,141.58,198.9
10,credit_card,SP,141.58,198.9
1,boleto,SP,18.81,105.0
10,credit_card,SP,25.54,170.0
10,credit_card,SP,25.54,170.0
1,credit_card,BA,51.84,159.9
1,boleto,SP,12.69,26.0
1,boleto,SP,12.79,30.99
1,boleto,SP,12.79,30.99
2,credit_card,SP,10.96,15.8
10,credit_card,SP,9.75,199.9
10,credit_card,SP,9.75,199.9
10,credit_card,MG,113.38,399.99
1,boleto,SP,15.1,19.9
1,voucher,SP,86.66,399.9
1,boleto,MG,15.1,29.0
2,credit_card,ES,38.49,87.0
4,credit_card,SP,13.79,109.99
2,credit_card,SP,47.54,119.0
3,credit_card,SC,18.23,18.9
4,credit_card,CE,22.67,42.9
10,credit_card,MG,14.1,33.4
10,credit_card,MG,14.1,33.4
10,credit_card,MG,14.1,33.4
10,credit_card,MG,14.1,33.4
5,credit_card,PE,33.57,159.99
1,boleto,RJ,9.94,48.9
5,credit_card,SP,15.46,46.99
5,credit_card,SP,15.46,46.99
5,credit_card,SP,15.46,46.99
5,credit_card,PR,35.49,50.9
1,boleto,PR,14.52,37.0
8,credit_card,CE,37.04,49.95
1,credit_card,SP,14.1,29.9
1,boleto,SP,18.31,105.0
4,credit_card,PE,21.45,199.99
1,debit_card,SP,12.5,29.1
6,credit_card,SP,9.34,59.9
1,boleto,RJ,18.5,174.0
1,boleto,RJ,18.5,174.0
1,credit_card,RJ,17.67,49.0
10,credit_card,RJ,16.05,119.99
1,boleto,SE,24.77,59.89
1,credit_card,ES,16.15,65.0
1,credit_card,ES,16.15,65.0
1,boleto,SP,12.69,49.9
1,credit_card,SP,12.25,107.0
2,credit_card,RJ,15.11,45.9
2,credit_card,SP,9.54,112.3
1,credit_card,PE,34.78,139.65
1,credit_card,SP,11.85,24.99
1,boleto,SP,14.07,149.9
1,credit_card,SP,7.48,32.0
1,credit_card,MG,15.01,120.0
2,credit_card,SP,12.12,89.0
1,credit_card,RS,16.38,58.67
1,credit_card,RJ,19.05,373.4
1,credit_card,SP,7.78,19.9
1,boleto,SP,7.39,33.9
1,credit_card,SP,7.87,11.0
1,boleto,SP,12.79,49.9
4,credit_card,MG,19.28,199.99
3,credit_card,SP,15.18,124.9
1,credit_card,MG,5.41,24.4
1,credit_card,MG,5.41,39.9
1,credit_card,MG,13.51,39.9
4,credit_card,SP,46.84,528.85
3,credit_card,MG,27.06,139.88
2,credit_card,RJ,34.59,149.97
1,boleto,MG,18.23,47.65
1,credit_card,SP,8.27,22.9
1,credit_card,SP,8.88,35.0
9,credit_card,MG,16.33,81.56
1,credit_card,SP,7.47,29.99
1,voucher,SP,7.47,29.99
3,credit_card,SP,21.99,139.99
2,credit_card,ES,18.31,29.9
1,credit_card,SC,17.6,49.9
1,voucher,SC,17.6,49.9
7,credit_card,SP,13.25,129.9
1,credit_card,MG,19.29,163.0
6,credit_card,SP,24.91,74.99
6,credit_card,SP,24.91,169.9
1,voucher,CE,100.84,559.0
4,credit_card,SP,36.97,209.0
1,credit_card,SP,16.11,24.95
4,credit_card,MT,19.6,289.9
1,boleto,SC,20.6,70.0
3,credit_card,SP,8.9,86.0
1,debit_card,PR,13.51,50.9
1,debit_card,PR,13.51,50.9
1,boleto,RJ,19.81,499.99
1,boleto,RN,35.95,89.99
1,credit_card,SP,13.08,44.9
3,credit_card,MG,24.13,189.99
1,credit_card,MG,12.48,39.9
1,boleto,MG,16.11,49.2
10,credit_card,RJ,124.74,249.99
1,credit_card,MT,43.19,116.99
1,voucher,PI,62.45,59.9
1,credit_card,RJ,9.9,138.5
2,credit_card,SC,17.0,79.99
2,credit_card,RJ,61.51,109.97
1,credit_card,SP,7.39,11.9
3,credit_card,SP,20.54,379.9
7,credit_card,SP,11.73,61.9
7,credit_card,SP,11.73,61.9
1,boleto,SP,19.57,239.9
2,credit_card,SP,15.58,99.49
1,boleto,RJ,18.79,219.9
2,credit_card,MG,13.95,118.0
2,credit_card,RS,17.54,99.99
1,credit_card,SC,15.23,24.95
1,credit_card,SP,22.29,234.0
6,credit_card,SC,19.32,47.9
4,credit_card,SP,22.92,422.0
6,credit_card,SP,14.79,169.99
1,boleto,RJ,15.1,49.13
2,credit_card,RS,36.08,89.9
1,boleto,RJ,19.18,775.0
9,credit_card,RS,16.66,136.99
9,credit_card,RS,16.66,136.99
1,boleto,SP,15.34,83.99
7,credit_card,MG,17.75,71.82
1,credit_card,SP,11.1,69.9
1,boleto,MG,19.54,36.9
1,credit_card,MG,16.14,54.9
1,credit_card,SP,15.32,31.9
5,credit_card,MA,38.03,69.0
4,credit_card,PR,21.53,82.99
4,credit_card,RJ,8.37,75.0
4,credit_card,RJ,54.38,89.99
2,credit_card,SP,8.5,49.0
1,boleto,DF,15.17,59.7
1,boleto,DF,15.17,59.7
1,credit_card,SP,11.58,395.0
1,boleto,GO,16.35,84.99
2,credit_card,RJ,17.67,59.9
2,credit_card,RJ,17.67,59.9
2,credit_card,SP,16.12,69.9
1,credit_card,SP,15.95,119.9
1,credit_card,AC,42.39,51.98
2,credit_card,MG,24.2,199.9
10,credit_card,SP,19.42,159.9
6,credit_card,SC,15.1,49.0
1,credit_card,TO,25.63,9.9
8,credit_card,SP,20.59,199.9
1,credit_card,SC,18.23,27.9
2,credit_card,SP,8.29,49.6
1,voucher,SP,8.29,49.6
2,credit_card,MT,25.31,119.0
1,boleto,SP,8.27,14.9
1,credit_card,SP,12.87,195.9
1,credit_card,SP,12.87,195.9
1,credit_card,SP,10.96,17.99
1,credit_card,RJ,18.69,115.0
10,credit_card,SP,18.62,616.0
1,boleto,RS,96.63,176.99
1,voucher,SP,13.02,51.9
2,credit_card,RJ,25.01,169.9
1,debit_card,RS,18.33,32.99
1,credit_card,RJ,16.74,110.0
10,credit_card,SP,14.06,149.0
1,boleto,PA,14.88,105.0
2,credit_card,SP,14.33,85.9
5,credit_card,BA,19.39,280.0
1,credit_card,SP,12.65,74.9
8,credit_card,ES,18.05,114.9
1,boleto,SP,27.95,156.94
4,credit_card,MG,12.48,35.99
2,credit_card,RJ,13.72,284.0
2,credit_card,RJ,13.72,284.0
1,credit_card,SP,13.37,49.9
3,credit_card,RJ,23.1,1275.0
4,credit_card,MG,17.6,165.9
5,credit_card,TO,26.89,29.9
1,credit_card,CE,17.63,39.9
1,boleto,SP,7.78,44.0
2,credit_card,SP,12.25,149.99
2,credit_card,SP,11.55,74.99
1,credit_card,MG,18.63,75.0
10,credit_card,MG,59.23,385.0
1,boleto,RS,18.79,219.9
1,voucher,MG,18.33,32.4
1,voucher,AL,22.34,119.99
1,voucher,AL,22.34,119.99
1,credit_card,AL,22.34,119.99
1,voucher,AL,22.34,119.99
2,credit_card,SP,7.78,19.99
1,credit_card,MG,15.11,19.9
1,credit_card,SP,16.16,75.0
1,voucher,MS,15.1,13.99
1,boleto,SP,15.1,49.9
2,credit_card,MG,10.5,154.88
2,credit_card,MG,10.5,154.88
1,boleto,MG,18.35,388.0
1,boleto,SC,13.42,108.9
5,credit_card,SP,13.41,49.0
3,credit_card,PR,15.38,89.99
1,boleto,MG,15.1,46.0
1,boleto,SE,48.87,205.0
1,credit_card,SP,8.09,118.9
5,credit_card,SP,51.12,369.9
1,credit_card,RJ,7.94,39.9
1,credit_card,SP,7.95,29.29
1,boleto,SP,12.48,19.9
1,credit_card,MG,12.23,54.0
10,credit_card,RS,18.7,84.99
1,boleto,SP,45.02,79.0
1,credit_card,BA,16.79,49.99
10,credit_card,SP,12.79,119.9
1,credit_card,MG,15.95,169.79
2,credit_card,SP,9.58,109.9
1,credit_card,RS,15.1,44.99
1,credit_card,RJ,7.56,19.9
1,credit_card,RJ,7.56,19.9
1,boleto,BA,19.94,99.99
1,credit_card,RJ,14.1,23.8
3,credit_card,SP,13.57,79.0
3,credit_card,SP,18.23,45.6
3,credit_card,SP,18.23,45.6
1,credit_card,SP,8.72,17.9
2,credit_card,MG,15.45,99.9
1,credit_card,SP,44.31,491.99
1,boleto,RJ,15.1,49.9
1,credit_card,SP,11.73,69.9
1,boleto,PA,25.38,29.9
5,credit_card,SP,13.18,120.0
1,credit_card,DF,16.88,129.77
1,boleto,PR,15.0,178.99
1,credit_card,SP,18.3,149.9
1,boleto,SP,14.44,44.35
1,boleto,SP,14.44,44.35
1,credit_card,SP,8.35,109.9
5,credit_card,DF,16.6,35.9
1,credit_card,SP,11.85,17.9
1,voucher,SP,11.85,17.9
3,credit_card,SP,23.82,939.0
6,credit_card,TO,19.17,89.99
1,boleto,SP,8.88,69.9
1,credit_card,SP,8.96,110.0
1,boleto,RS,15.51,59.0
1,boleto,RS,16.35,54.4
1,boleto,SP,18.33,154.9
2,credit_card,SP,7.78,17.99
1,boleto,SC,13.9,293.0
1,boleto,SC,18.53,93.9
1,boleto,SC,18.53,69.9
4,credit_card,SP,18.37,159.9
1,credit_card,SP,36.12,109.9
1,voucher,PR,14.52,36.9
1,credit_card,PR,14.52,36.9
10,credit_card,SC,222.38,998.9
2,credit_card,SP,11.85,8.43
3,credit_card,SP,8.88,58.99
2,credit_card,RJ,16.9,101.0
1,boleto,BA,0.13,59.9
1,boleto,BA,52.87,109.9
10,credit_card,SP,15.5,39.99
10,credit_card,SP,7.75,29.9
10,credit_card,SP,15.5,39.99
3,credit_card,RJ,22.89,22.5
8,credit_card,SP,23.24,399.9
1,credit_card,SP,7.74,79.9
4,credit_card,RS,16.35,83.99
3,credit_card,MG,18.36,69.0
6,credit_card,SP,37.54,610.0
2,credit_card,SP,14.37,109.9
8,credit_card,SP,13.83,199.0
1,credit_card,SP,13.35,173.9
2,credit_card,SP,14.17,165.0
7,credit_card,SP,13.71,39.0
7,credit_card,SP,13.71,12.84
1,boleto,RS,18.23,12.99
1,credit_card,RJ,22.06,18.9
2,credit_card,RJ,23.64,119.85
8,credit_card,PR,17.33,319.0
1,boleto,RJ,14.16,58.2
1,boleto,RJ,14.16,58.2
1,credit_card,PR,0.0,69.9
2,credit_card,SP,11.85,49.77
8,credit_card,ES,42.52,14.9
8,credit_card,ES,12.75,9.99
2,credit_card,MG,23.17,84.9
1,boleto,SP,16.12,59.9
2,credit_card,SP,13.75,104.0
2,credit_card,MG,15.43,95.2
4,credit_card,RJ,16.48,149.0
1,credit_card,SP,8.72,38.99
1,credit_card,SP,7.78,69.9
1,voucher,SP,7.78,69.9
1,credit_card,SP,7.61,49.9
1,credit_card,SP,14.13,54.9
7,credit_card,MG,36.75,34.99
4,credit_card,SP,8.95,84.9
4,credit_card,SP,8.95,84.9
1,credit_card,SP,7.78,11.55
10,credit_card,RJ,17.87,87.9
1,credit_card,RS,17.67,59.9
1,credit_card,ES,18.23,34.3
1,credit_card,SP,7.78,29.99
8,credit_card,RJ,12.53,75.35
3,credit_card,SP,33.62,32.9
1,credit_card,SP,15.17,58.9
1,credit_card,SP,15.17,58.9
1,credit_card,SP,15.17,58.9
1,credit_card,SP,15.17,58.9
2,credit_card,SP,19.44,223.0
10,credit_card,SP,1.91,55.0
10,credit_card,SP,1.91,55.0
10,credit_card,SP,19.07,49.0
1,boleto,RJ,14.1,42.99
4,credit_card,RJ,15.1,29.99
1,boleto,RS,18.23,27.99
10,credit_card,MG,23.69,99.99
1,boleto,SP,9.34,37.5
1,credit_card,SC,21.3,115.0
10,credit_card,RJ,26.52,239.9
4,credit_card,RJ,27.91,179.0
4,credit_card,MG,16.77,74.9
1,credit_card,MG,15.1,31.99
1,boleto,SC,19.84,125.0
1,boleto,SC,19.84,125.0
10,credit_card,RJ,18.38,500.0
1,boleto,BA,39.05,108.6
2,credit_card,RJ,12.48,59.9
2,credit_card,RJ,12.48,59.9
6,credit_card,SP,30.11,122.99
3,credit_card,SP,13.95,53.2
3,credit_card,SP,13.95,53.2
1,credit_card,CE,25.63,13.3
1,credit_card,GO,15.41,75.6
1,credit_card,RJ,18.29,58.9
6,credit_card,SC,10.02,325.0
6,credit_card,SC,10.02,325.0
1,boleto,SP,7.78,11.99
1,boleto,SP,7.78,11.99
4,credit_card,BA,35.63,159.0
1,credit_card,SP,9.47,79.9
1,voucher,SP,9.34,49.99
1,credit_card,SP,9.34,49.99
1,voucher,SP,9.34,49.99
4,credit_card,ES,15.1,29.99
1,boleto,GO,17.16,129.99
1,boleto,BA,21.26,115.99
1,debit_card,SP,8.72,35.0
1,credit_card,SP,37.14,149.0
1,credit_card,SP,37.14,149.0
1,credit_card,SP,15.23,16.75
1,voucher,MG,20.8,24.9
1,credit_card,MG,20.8,24.9
1,voucher,MG,20.8,24.9
3,credit_card,RJ,34.16,114.94
5,credit_card,MG,14.43,99.9
1,credit_card,SP,15.1,49.99
4,credit_card,SP,20.99,49.91
8,credit_card,PR,34.64,126.0
1,credit_card,RS,82.44,109.99
1,credit_card,RS,82.44,109.99
9,credit_card,RJ,18.23,12.49
9,credit_card,RJ,18.23,12.49
9,credit_card,RJ,18.23,12.49
1,boleto,BA,22.28,49.99
5,credit_card,SP,11.24,89.99
1,boleto,BA,15.79,39.99
1,boleto,RS,23.2,133.99
2,credit_card,BA,22.36,69.9
1,credit_card,AL,34.15,9.0
1,credit_card,MG,10.96,20.9
8,credit_card,MG,15.23,35.0
8,credit_card,MG,15.23,35.0
1,boleto,PR,84.85,329.9
5,credit_card,SP,13.5,195.0
5,credit_card,SP,13.5,195.0
1,credit_card,PR,17.88,89.9
1,credit_card,RJ,15.1,13.65
5,credit_card,MT,21.27,690.0
1,credit_card,RJ,14.11,25.0
1,credit_card,GO,17.3,219.94
4,credit_card,RS,16.6,49.0
1,credit_card,SP,11.85,17.9
5,credit_card,SP,12.2,100.0
5,credit_card,MG,20.99,49.9
1,boleto,SC,18.87,589.0
1,credit_card,SP,14.65,79.9
3,credit_card,RJ,27.3,139.9
3,credit_card,MG,22.3,53.44
2,credit_card,PB,56.44,139.99
1,credit_card,PB,56.44,139.99
1,boleto,RS,22.03,169.99
1,credit_card,SP,9.51,28.9
2,credit_card,BA,18.28,16.5
2,credit_card,BA,18.28,16.5
6,credit_card,PR,17.6,42.9
2,credit_card,SP,9.34,39.99
10,credit_card,SP,12.13,113.85
5,credit_card,PA,110.32,115.99
2,credit_card,SP,7.78,21.99
1,boleto,RJ,22.13,59.9
1,credit_card,SP,18.56,64.99
1,credit_card,SP,18.56,64.99
4,credit_card,MG,18.44,169.9
6,credit_card,SP,23.19,86.5
1,boleto,RJ,21.67,85.0
2,credit_card,SP,12.38,126.0
1,credit_card,RJ,15.1,29.9
1,credit_card,SP,19.97,299.0
2,credit_card,MG,9.61,149.99
1,voucher,RJ,17.2,89.9
2,credit_card,RJ,17.2,89.9
3,credit_card,RS,16.11,44.9
4,credit_card,SP,7.54,39.99
4,credit_card,PR,16.28,199.99
10,credit_card,RJ,15.1,43.5
10,credit_card,RJ,15.1,43.5
1,boleto,RJ,18.23,139.9
1,boleto,RJ,18.23,139.9
2,credit_card,SP,7.87,12.88
10,credit_card,RS,29.51,99.9
10,credit_card,RS,3.25,94.9
1,boleto,RS,15.21,129.9
2,credit_card,RJ,17.03,119.9
1,credit_card,MG,16.93,69.9
6,credit_card,SP,11.85,45.0
1,boleto,SC,15.1,19.9
2,credit_card,SP,11.5,127.48
1,boleto,SP,8.72,56.99
3,credit_card,ES,20.98,69.99
1,debit_card,SP,13.96,53.98
2,credit_card,RJ,23.29,50.9
1,boleto,RS,16.81,79.9
1,boleto,RS,16.81,79.9
1,boleto,MG,15.8,149.9
2,credit_card,MG,17.6,50.0
1,credit_card,AM,33.53,21.5
1,credit_card,RS,15.1,17.9
10,credit_card,SP,17.01,177.99
1,credit_card,SP,8.72,24.9
1,credit_card,SP,8.72,24.9
1,credit_card,SP,17.26,35.0
1,credit_card,MG,14.17,59.9
1,credit_card,SP,13.37,44.99
8,credit_card,SP,10.82,329.9
3,credit_card,SP,9.74,48.9
8,credit_card,DF,15.1,49.99
8,credit_card,DF,15.1,49.99
1,boleto,SP,11.85,30.0
1,credit_card,SP,9.37,79.9
1,credit_card,SP,11.73,54.28
1,boleto,SP,11.76,78.9
1,credit_card,MG,19.52,77.98
1,boleto,RJ,15.1,31.9
1,boleto,BA,50.51,90.9
4,credit_card,SP,16.44,115.0
1,credit_card,PA,22.98,67.9
2,credit_card,DF,9.28,299.9
4,credit_card,MG,15.1,29.99
7,credit_card,SC,17.66,59.0
1,debit_card,SP,7.9,91.55
1,credit_card,RJ,15.82,54.0
5,credit_card,MG,19.56,240.0
2,credit_card,SP,9.51,99.9
1,credit_card,SP,7.78,19.9
1,boleto,MG,49.99,146.99
4,credit_card,RJ,54.32,148.5
6,credit_card,SP,18.7,117.4
3,credit_card,PA,22.88,22.32
1,debit_card,SP,13.15,69.99
1,credit_card,MG,17.92,29.5
4,credit_card,PE,31.02,29.99
4,credit_card,PE,31.02,29.99
3,credit_card,SP,15.1,35.9
3,credit_card,GO,16.74,139.99
6,credit_card,DF,25.21,122.99
2,credit_card,MT,16.84,56.99
1,credit_card,SP,12.05,79.0
1,boleto,MG,22.95,299.9
5,credit_card,SP,11.85,41.4
4,credit_card,SP,54.77,185.99
1,credit_card,SP,14.78,66.55
5,credit_card,SP,13.59,81.5
1,boleto,BA,27.74,50.9
5,credit_card,MT,68.53,299.0
3,credit_card,SP,9.44,89.99
10,credit_card,MG,62.49,250.0
